Course Name,University / Industry Partner Name,Type of Content,Difficulty Level,Avg Total Learning Hours,Learning Hours-by instructor,Course Rating,Course URL,Course Description,Skills Learned,Scorable Skills,Specialization,Specialization URL,Subtitle Language,Course Language,ML Translation,Domain,Sub-Domain,Course ID,Specialization Ids,New Course,instructor,enrollment_count,Language_Flag
Agentes de IA generativa: transforme sua organização,Google Cloud,Course,BEGINNER,0.940816955,3,5,https://www.coursera.org/learn/gen-ai-agents-transform-your-organization-ptbr,"Agentes de IA generativa: transforme sua organização é o quinto e último curso do programa de aprendizado de liderança em IA generativa. Nele, você aprende como as organizações podem usar agentes de IA generativa personalizados para enfrentar desafios específicos nos negócios. Você aprende na prática a construir um agente básico de IA generativa e quais são os componentes desses agentes, como modelos, ciclos de raciocínio e ferramentas.","Generative AI Agents, AI Workflows, AI Orchestration, Agentic systems, Organizational Strategy, Innovation, Prompt Engineering, Generative AI, Tool Calling, AI Enablement, Customer experience improvement, Google Cloud Platform","Generative AI Agents, AI Workflows, AI Orchestration, Agentic systems, Organizational Strategy, Innovation, Prompt Engineering, Generative AI, Tool Calling, AI Enablement, Customer experience improvement, Google Cloud Platform",Generative AI Leader,https://www.coursera.org/specializations/genaileader-ptbr,,Portuguese (Brazil),,Computer Science,Software Development,Lr4Js1ypEfCulgr_yN0Fgw,PfJTiUJMROyTsPWAYQalQw,FALSE,Google Cloud Training,169,Others
Develop Intelligent AI Agents with OpenAI,Edureka,Course,INTERMEDIATE,,8,,https://www.coursera.org/learn/develop-intelligent-ai-agents-openai,"This course teaches you how to build AI agents that can remember, retrieve, and reason using OpenAI’s advanced memory and retrieval capabilities. You will learn how modern intelligent systems store context, embed knowledge, summarize conversations, and access relevant information through Retrieval-Augmented Generation (RAG). These skills form the core of powerful enterprise-grade AI agents capable of long-term coherence, personalized responses, and deep contextual understanding.

Through hands-on lessons and guided demos, you’ll explore how to design short-term and long-term memory pipelines, implement embedding-based vector search, integrate document retrieval, and connect multi-agent workflows using the Model Context Protocol (MCP). You will learn how to combine memory, knowledge retrieval, and reasoning to build agents that are scalable, accurate, and aligned with real-world use cases.

By the end of this course, you will be able to:

- Explain how memory systems, embeddings, and RAG enhance agent intelligence and long-term contextual reasoning.
- Implement short-term and long-term memory pipelines, including session memories, summarization, and vector storage.
- Generate and use embeddings to power semantic search, document retrieval, and hybrid knowledge workflows.
- Build agents that combine retrieval and reasoning, integrating RAG into core decision-making
- Use MCP context fields to connect multiple agents, enabling shared memory and collaborative task execution.
- Evaluate memory quality, retrieval relevance, and hallucination risks using best-practice metrics.

This course is ideal for AI developers, data engineers, software professionals, and technical decision-makers who want to build context-aware, retrieval-driven, and memory-enabled AI agents for production use.

A basic understanding of Python, APIs, and foundational AI prompting concepts is recommended.

Join us to master the essential building blocks of intelligent agents—and create systems that truly understand, recall, and reason.","Retrieval-Augmented Generation, Model Context Protocol, Agentic systems, Context Management, Embeddings, Application Programming Interface (API), Model Evaluation, Generative AI, ChatGPT, Vector Databases, OpenAI API, Python Programming, Generative AI Agents, Application Deployment, Artificial Intelligence, OpenAI","Retrieval-Augmented Generation, Model Context Protocol, Agentic systems, Context Management, Embeddings, Application Programming Interface (API), Model Evaluation, Generative AI, ChatGPT, Vector Databases, OpenAI API, Python Programming, Generative AI Agents, Application Deployment, Artificial Intelligence, OpenAI",Building AI Agents with OpenAI,https://www.coursera.org/specializations/building-ai-agents-openai,English,English,Hungarian,Computer Science,Software Development,LjeJyboQEfCS7Qr_7b-Uow,#NAME?,FALSE,Edureka,230,English
AI-Driven Electronic Health Records & Data Management,Starweaver,Course,INTERMEDIATE,,8,5,https://www.coursera.org/learn/ai-driven-electronic-health-records--data-management,"Clinicians and healthcare professionals are increasingly burdened by Electronic Health Records (EHRs)—navigating complex interfaces, documenting care manually, and missing key insights in siloed data. Generative AI offers a practical path forward. This course shows you how to integrate GenAI tools into your EHR workflows to reduce documentation time, streamline operations, and improve patient care—without waiting on your EHR vendor.

In just 4 hours, you'll move from foundational concepts to hands-on application using tools like Glass Health, DoraScribe, and Keragon. You’ll explore voice-to-text SOAP notes, AI-generated patient education, no-code automation, and strategies for safe, scalable AI governance in clinical settings.

Ideal for physicians, nurses, administrators, and clinical coders, this course equips you to deploy AI responsibly—boosting efficiency, enhancing communication, and laying the groundwork for long-term digital transformation in healthcare.","Generative AI, Patient Education and Support, Clinical Documentation, Revenue Cycle Management, Responsible AI, Real Time Data, No-Code Development, Healthcare Industry Knowledge, Data Governance, Patient Communication, Smart Goals, Health Informatics, Medical Records, Electronic Medical Record","Generative AI, Patient Education and Support, Clinical Documentation, Revenue Cycle Management, Responsible AI, Real Time Data, No-Code Development, Healthcare Industry Knowledge, Data Governance, Patient Communication, Smart Goals, Health Informatics, Medical Records, Electronic Medical Record",,,English,English,"Arabic, French, German",Health,Health Informatics,LiqaDp3EEfCM_RINj3lY5Q,,FALSE,Neel Majumder,239,English
The AI Value Playbook: Making AI Work in the Real World,Packt,Course,BEGINNER,,22,,https://www.coursera.org/learn/packt-the-ai-value-playbook-making-ai-work-in-the-real-world,"In this course, you'll learn how to leverage AI to drive business value and strategy. Gain insights into AI's role in business operations and how to implement it effectively. You'll be guided through real-world applications, industry perspectives, and actionable strategies to maximize AI’s impact. What sets this course apart is its focus on practical, business-driven results, ensuring that you understand how to implement AI in your organization. Designed for non-technical business leaders, this course is perfect for those seeking to unlock the potential of AI in their companies.","Artificial Intelligence, Data-Driven Decision-Making, Generative AI, Customer experience improvement, Data Governance, Business Transformation, AI Product Strategy, Technology Strategies, Responsible AI, Legal Technology, Data Management, Machine Learning, Business Process Automation, Business Leadership, Artificial Intelligence and Machine Learning (AI/ML), Customer Service","Artificial Intelligence, Data-Driven Decision-Making, Generative AI, Customer experience improvement, Data Governance, Business Transformation, AI Product Strategy, Technology Strategies, Responsible AI, Legal Technology, Data Management, Machine Learning, Business Process Automation, Business Leadership, Artificial Intelligence and Machine Learning (AI/ML), Customer Service",,,English,English,Hungarian,Business,Business Strategy,LiHJkLM1EfCaHg4AQ14GCw,,FALSE,Packt - Course Instructors,94,English
Gemini for DevOps Engineers,Google Cloud,Course,BEGINNER,0.312307562,2,5,https://www.coursera.org/learn/gemini-for-devops-engineers,"In this course, you learn how Gemini, a generative AI-powered collaborator from Google Cloud, helps engineers manage infrastructure. You learn how to prompt Gemini to find and understand application logs, create a GKE cluster, and investigate how to create a build environment. Using a hands-on lab, you experience how Gemini improves the DevOps workflow.

Duet AI was renamed to Gemini, our next-generation model.","Gemini, Google Gemini, Development Environment, Google Cloud Platform, Build Tools, Infrastructure as Code (IaC), Kubernetes, Generative AI, Prompt Engineering, DevOps","Gemini, Google Gemini, Development Environment, Google Cloud Platform, Build Tools, Infrastructure as Code (IaC), Kubernetes, Generative AI, Prompt Engineering, DevOps",Gemini for Google Cloud Learning Path,https://www.coursera.org/specializations/gemini-for-google-cloud-learning-path,"Italian, Spanish, German, French, Arabic, Chinese (China), Korean, Portuguese (Brazil), Japanese, English, Indonesian",English,"Italian, Spanish, German, French, Arabic, Chinese (China), Korean, Portuguese (Brazil), Japanese, Indonesian",Information Technology,Cloud Computing,Lh5BoA0PEe-SXg6EFTZuww,pPY-heNlRdyQR82smy9ILQ,FALSE,Google Cloud Training,526,English
IA: Ética en la Inteligencia Artificial Educativa,Universidad Nacional Autónoma de México,Course,INTERMEDIATE,2.515518456,5,4.9,https://www.coursera.org/learn/ia-etica,"Este curso ofrece una introducción crítica y reflexiva sobre los principios éticos aplicables al uso de la Inteligencia Artificial, con un enfoque especial en el ámbito educativo. A lo largo del curso, se exploran los fundamentos filosóficos de la ética, los riesgos del uso indiscriminado de la IA y la necesidad de establecer regulaciones y políticas públicas que protejan los procesos formativos. Las y los participantes desarrollarán habilidades para analizar dilemas éticos, interpretar marcos normativos y valorar el impacto social de la IA en la educación, fomentando una visión responsable, crítica y prospectiva de su implementación.","Ethical Standards And Conduct, Responsible AI, Artificial Intelligence, Data Ethics, Law, Regulation, and Compliance, Education and Training, Analysis, Social Impact, Generative AI Agents, Artificial Intelligence and Machine Learning (AI/ML), Social Sciences, Social Studies","Ethical Standards And Conduct, Responsible AI, Artificial Intelligence, Data Ethics, Law, Regulation, and Compliance, Education and Training, Analysis, Social Impact, Generative AI Agents, Artificial Intelligence and Machine Learning (AI/ML), Social Sciences",,,Spanish,Spanish,,Social Sciences,Education,LcVGqyztEfCiAQ5S3BvtgQ,,FALSE,Jorge Enrique Linares Salgado,1617,Others
Ethics in GenAI for Software Engineering Training,Simplilearn,Course,BEGINNER,0.995962804,4,5,https://www.coursera.org/learn/ethics-in-genai-for-software-engineering-training,"This beginner-friendly course explores the ethical and legal foundations of using Generative AI in software engineering. Learn key ethical frameworks, understand common types of bias in AI-generated code, and explore their real-world impact on development. Delve into legal considerations like data privacy, transparency, explainability, and compliance. Through real case studies including racial bias in facial recognition and data breaches discover strategies to build fair, responsible, and legally compliant AI systems.

No prior AI ethics or legal knowledge is required. A basic understanding of software development is recommended.

By the end of this course, you will be able to:

- Explain core ethical frameworks guiding Generative AI development
- Identify and mitigate bias in AI-generated software code
- Understand legal risks around AI, including data privacy and licensing
- Apply best practices to ensure transparency and regulatory compliance
- Learn from real-world case studies to design trustworthy AI systems

Ideal for software engineers, developers, and AI practitioners seeking to build ethical, bias-aware, and legally compliant GenAI applications.","Responsible AI, Information Privacy, Data Ethics, Law, Regulation, and Compliance, Mitigation, Case Studies, Personally Identifiable Information, Artificial Intelligence, Ethical Standards And Conduct, Generative AI, Legal Risk, Regulation and Legal Compliance, Diversity Awareness","Responsible AI, Information Privacy, Data Ethics, Law, Regulation, and Compliance, Mitigation, Case Studies, Personally Identifiable Information, Artificial Intelligence, Ethical Standards And Conduct, Generative AI, Legal Risk, Regulation and Legal Compliance, Diversity Awareness",AI-Powered Software Development Certification,https://www.coursera.org/specializations/ai-powered-software-development-certification,English,English,"Spanish, Arabic, French, German, Kazakh, Uzbek",Computer Science,Mobile and Web Development,LY4qcGLwEfC0aBLgb0yDNQ,itAMlu2KQtS2OWmMen8w_A,FALSE,Priyanka Mehta,88,English
Generative AI Coding Assistants for Developers,Edureka,Course,INTERMEDIATE,,14,,https://www.coursera.org/learn/generative-ai-coding-assistants-for-developers,"This program offers a detailed exploration of AI-powered software development, guiding participants through the latest advancements and practical applications of intelligent coding tools. Tailored for developers, software engineers, and technical leads, it provides the skills to effectively integrate AI coding assistants such as GitHub Copilot, Tabnine, and Amazon Q into real-world projects.

You’ll begin by mastering GitHub Copilot, exploring how to supercharge coding with intelligent code suggestions, debugging support, documentation, and collaborative workflows. From personalized completions to advanced integrations in CI/CD pipelines, you’ll gain hands-on expertise in applying Copilot effectively across individual and team development.

Next, you’ll dive into Tabnine AI, unlocking context-aware completions, inline actions, and AI-powered chat to boost productivity. You’ll learn how to review, refactor, and document code with AI, while also addressing security and ethical considerations in modern development. Tabnine’s integrations and maintenance capabilities will help you streamline large-scale projects with confidence.

The program concludes with Amazon Q for Developers, Amazon’s powerful AI assistant for coding and cloud-based development. You’ll explore setup, configuration, and practical usage of commands like /transform and /dev to generate, refactor, and test code. By comparing Amazon Q with Copilot and Tabnine, you’ll understand their strengths and trade-offs, empowering you to select the right AI tool for diverse workflows.

By the end of this program, you will be able to:

- Accelerate development with GitHub Copilot for intelligent suggestions, debugging, reviews, and DevOps automation.
- Boost productivity with Tabnine AI for context-aware completions, code review, documentation, and secure coding practices.
- Harness Amazon Q Developer for inline suggestions, code transformation, testing, and AWS integration.
- Collaborate effectively in multi-developer projects using AI to enhance pull requests, code reviews, and pair programming.
- Apply AI responsibly to build secure, scalable, and maintainable software across the entire development lifecycle.

This program is ideal for software engineers, DevOps professionals, and technical leads aiming to integrate AI seamlessly into their coding workflows. A foundational understanding of programming concepts, version control, and software development best practices is recommended.

Join us to unlock the power of AI in software engineering and transform the way you code, collaborate, and innovate.","Code Review, AI Personalization, Collaborative Software, AI Workflows, Software Documentation, Responsible AI, Software Engineering, Maintainability, Generative AI Agents, Software Development Tools, Test Automation, Software Architecture, DevOps, CI/CD, Generative AI, Software Development, Software Technical Review, Artificial Intelligence and Machine Learning (AI/ML), AI Security, Integrated Development Environments","Code Review, AI Personalization, Collaborative Software, AI Workflows, Software Documentation, Responsible AI, Software Engineering, Maintainability, Generative AI Agents, Software Development Tools, Test Automation, Software Architecture, DevOps, CI/CD, Generative AI, Software Development, Software Technical Review, Artificial Intelligence and Machine Learning (AI/ML), AI Security, Integrated Development Environments",Generative AI for Software Engineers & Developers,https://www.coursera.org/specializations/generative-ai-for-software-engineers-developers,English,English,"Spanish, German, French, Arabic, Hungarian, Kazakh",Data Science,Machine Learning,LXeZrn5YEfC2OhKwGgKtJw,1wN55IFXQpWfqVx9tzYrdw,FALSE,Edureka,183,English
Salesforce Certified AI Specialist Certification,Packt,Course,INTERMEDIATE,5.750093546,8,,https://www.coursera.org/learn/packt-salesforce-certified-ai-specialist-certification-dblt0,"Updated in May 2025.

This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

This course is designed to help you master the AI capabilities within the Salesforce ecosystem. By the end of this course, you will be able to configure and secure Salesforce AI tools, design and implement AI-driven workflows, and develop predictive models. You’ll gain in-depth knowledge of key AI tools like Einstein Trust Layer, Prompt Builder, and Einstein Copilot, which will allow you to automate processes, secure data, and enhance customer interactions within Salesforce.

The course starts with an introduction to the certification, setting the stage for your learning journey. You will then dive into the Einstein Trust Layer, exploring its role in secure data management, data masking, prompt defense, and toxicity detection. Next, you will work with the Prompt Builder, where you’ll learn to create custom prompt templates, and flows, and integrate Flex Templates for dynamic automation.

Further, you'll explore Einstein Copilot, Salesforce's conversational AI assistant, and learn how to create custom actions to improve customer interactions. The final section covers Model Builder, where you’ll learn to build and differentiate between predictive and foundation models, applying generative AI techniques in CRM applications.

This intermediate-level course is ideal for Salesforce admins, developers, and AI enthusiasts looking to enhance their skills in AI-driven CRM applications.","Generative AI, Salesforce, AI Security, Predictive Modeling, Data Security, Responsible AI, Data Ethics, Customer Relationship Management, AI Workflows, AI Enablement, Data Modeling, Large Language Modeling","Generative AI, Salesforce, AI Security, Predictive Modeling, Data Security, Responsible AI, Data Ethics, Customer Relationship Management, AI Workflows, AI Enablement, Data Modeling, Large Language Modeling",,,English,English,"Spanish, Arabic, German, French, Hungarian, Kazakh",Information Technology,Cloud Computing,LX2ZyQW5EfCPRRJPAkb9OQ,,FALSE,Packt - Course Instructors,349,English
Learn AI Agents,Scrimba,Course,INTERMEDIATE,1.317068288,3,4.64,https://www.coursera.org/learn/learn-ai-agents,"This course delves into the intricate process of ReAct prompting, a critical component in the design of AI agents. Through dedicated modules, learners will explore the nuanced approach to crafting prompts that effectively guide AI responses in a reactive manner. This technique is essential for developing AI agents that can interact dynamically with users and environments.

The curriculum offers an in-depth examination of ReAct prompting, teaching students how to plan and construct prompts that lead to desired actions and responses from the AI. Participants will learn the principles of prompt engineering, which combines elements of psychology, linguistics, and data science to shape the AI's interactions.

In addition to theoretical knowledge, the course emphasizes practical experience. Students will engage in hands-on exercises to refine their skills in building ReAct prompts, understanding the ""loop"" mechanism that enables continuous and context-aware interactions, and setting up code that facilitates these sophisticated dialogues.

By focusing on ReAct prompting, the course prepares learners to create AI agents that are not only responsive but also proactive in their engagements, resulting in more natural and effective human-AI interactions. This specialized training is particularly beneficial for those interested in enhancing user experience and creating more intuitive AI systems.","Prompt Engineering, Agentic systems, Tool Calling, OpenAI, User Interface and User Experience (UI/UX) Design, Human Computer Interaction, Artificial Intelligence, Generative AI Agents","Prompt Engineering, Agentic systems, Tool Calling, OpenAI, User Interface and User Experience (UI/UX) Design, Human Computer Interaction, Artificial Intelligence, Generative AI Agents",AI Engineering,https://www.coursera.org/specializations/ai-engineering,,English,"Italian, Turkish, Dutch, Arabic, French, Korean, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Kazakh, Hindi, Uzbek, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Computer Science,Software Development,LWsS36GIEe6zeQrnNrsMDw,child~sj8u8gi3QxWKXPppKwL2zw; child~bb5ZKhG4RWmZlt8ndKzBVA; child~usZ1L0enQS2jy59J5f8WUQ; 29k1aIYTSWmkUDj8eHaA2A,FALSE,Bob Ziroll,16659,English
Gemini for Security Engineers,Google Cloud,Course,BEGINNER,0.313929062,1,5,https://www.coursera.org/learn/gemini-for-security-engineers,"In this course, you learn how Gemini, a generative AI-powered collaborator from Google Cloud, helps you secure your cloud environment and resources. You learn how to deploy example workloads into an environment in Google Cloud, identify security misconfigurations with Gemini, and remediate security misconfigurations with Gemini. Using a hands-on lab, you experience how Gemini improves your cloud security posture.

Duet AI was renamed to Gemini, our next-generation model.","Google Gemini, Cloud Security, Cloud Deployment, Generative AI, Security Engineering, Google Cloud Platform, Vulnerability Assessments, AI Security, Security Controls","Google Gemini, Cloud Security, Cloud Deployment, Generative AI, Security Engineering, Google Cloud Platform, Vulnerability Assessments, AI Security, Security Controls",Gemini for Google Cloud Learning Path,https://www.coursera.org/specializations/gemini-for-google-cloud-learning-path,"Italian, Spanish, German, Arabic, Korean, French, Chinese (China), Portuguese (Brazil), Japanese, English, Indonesian",English,"Italian, Spanish, German, Arabic, Korean, French, Chinese (China), Portuguese (Brazil), Japanese, Indonesian",Computer Science,Software Development,LWXt2AkhEe-knBIDDnXmpw,pPY-heNlRdyQR82smy9ILQ,FALSE,Google Cloud Training,414,English
Advanced Machine Learning and Deep Learning,Packt,Course,ADVANCED,3.1675289,9,5,https://www.coursera.org/learn/packt-advanced-machine-learning-and-deep-learning-whixe,"Updated in May 2025.
 
This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

This advanced machine learning and deep learning course provides a robust foundation in these transformative technologies. Starting with an overview of deep learning, you'll explore its core concepts, real-world applications, and significance in AI's evolution. 

Practical aspects include neural network layers, activation functions, and performance metrics in model evaluation. Through hands-on coding labs, you'll cover regression, classification, and convolutional neural networks (CNNs), building and fine-tuning models, understanding loss functions, and using optimizers for accuracy. 

Emphasis is on frameworks like TensorFlow and PyTorch for developing robust neural networks. The course concludes with specialized topics such as autoencoders, transfer learning, and recurrent neural networks (RNNs). Interactive labs and projects will apply knowledge to complex data analysis, time-series prediction, and creating web applications with Shiny. 

Ideal for data scientists, machine learning engineers, and AI enthusiasts, prerequisites include Python proficiency and basic machine learning knowledge.","Shiny (R Package), Transfer Learning, Deep Learning, Classification Algorithms, Convolutional Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, PyTorch (Machine Learning Library), Time Series Analysis and Forecasting, Image Analysis, Model Evaluation, Autoencoders, Recurrent Neural Networks (RNNs), Dimensionality Reduction, Applied Machine Learning, Tensorflow, Predictive Modeling","Shiny (R Package), Transfer Learning, Deep Learning, Classification Algorithms, Convolutional Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, PyTorch (Machine Learning Library), Time Series Analysis and Forecasting, Image Analysis, Model Evaluation, Autoencoders, Recurrent Neural Networks (RNNs), Dimensionality Reduction, Applied Machine Learning, Tensorflow, Predictive Modeling",R Ultimate 2024 - R for Data Science and Machine Learning,https://www.coursera.org/specializations/r-ultimate-2023-r-for-data-science-and-machine-learning,"Spanish, German, French, Arabic, Hungarian, Kazakh, English",English,"Spanish, German, French, Arabic, Hungarian, Kazakh",Data Science,Data Analysis,LSdHKz7rEe-9Ig7qA4dB5w,hyb257CgRvSev6xThLwYWw,FALSE,Packt - Course Instructors,564,English
2026 AI And ChatGPT At Work: Productive AI Use For Beginners,Alex Genadinik,Course,NOT CALIBRATED,1.203694489,1,,https://www.coursera.org/learn/ai-at-work,"This course is designed for people who are completely new to artificial intelligence and want to learn how to start using it in their daily work. You will learn in plain language how AI works, how to interact with it effectively, and how to apply it to real workplace situations.

We start with a simple introduction to AI so you understand the core concepts without getting lost in technical jargon. From there, you will learn how to use AI to create high quality written content including emails, reports, blog posts, and social media updates. You will see how AI can help you brainstorm ideas, outline documents, and even polish your writing so it is more professional and engaging.

Next, you will explore how to use AI to generate images and videos. This includes step-by-step examples of creating graphics for presentations, visuals for marketing campaigns, and videos for training or social media. You will also learn how to combine AI tools with your existing workflow to save time and improve the quality of your output.

The course also covers beginner prompt engineering. This is the skill of giving AI the right instructions to get the best possible results. You will practice creating prompts that are clear, specific, and tailored to your needs so you can get more accurate and useful outputs from AI tools.

Another important skill you will learn is how to set up and use a CustomGPT. This allows you to create a version of AI that is trained on your specific information, so it can give you more personalized and relevant answers. You will see how a CustomGPT can serve as a knowledgeable assistant for your business, your projects, or your personal productivity.

By the end of the course, you will know how to use AI confidently for text, images, and video, how to improve the quality of your AI interactions through better prompts, and how to integrate AI into your daily work routine. You will also understand how AI can act as a reliable assistant, helping you research, organize information, generate creative ideas, and automate repetitive tasks.

This course is suitable for anyone in business, marketing, education, administration, or other fields who wants to start using AI to save time, improve results, and stay competitive in the workplace. No prior technical skills or programming experience are required.","ChatGPT, OpenAI, AI Enablement, Artificial Intelligence, Prompt Engineering, Proofreading, Content Creation, Generative AI, AI Personalization, Multimedia, Productivity Software, AI Workflows, Presentations, Brainstorming","ChatGPT, OpenAI, AI Enablement, Artificial Intelligence, Prompt Engineering, Proofreading, Content Creation, Generative AI, AI Personalization, Multimedia, Productivity Software, AI Workflows, Presentations, Brainstorming",,,English,English,,Business,Business Strategy,LRBe6-BIEfCd-xKyx35L5Q,,FALSE,Alex Genadinik,468,English
Agents d'IA générative : transformer l'entreprise,Google Cloud,Course,BEGINNER,,3,5,https://www.coursera.org/learn/agents-dia-gnrative--transformer-lentreprise-fr,"Agents d'IA générative : transformer l'entreprise est le cinquième et dernier cours du parcours de formation ""Leader en IA générative"". Il aborde la façon dont les entreprises peuvent utiliser des agents d'IA générative personnalisés pour relever des défis métier spécifiques. Des exercices pratiques vous apprendront à créer un agent d'IA générative de base tout en découvrant les composants de ces agents, comme les modèles, les boucles de raisonnement et les outils.","Generative AI Agents, Large Language Modeling, AI Enablement, Prompt Engineering, Customer experience improvement, Innovation, Business Strategy, Google Cloud Platform, Solution Design, Technology Strategies, Business Transformation","Generative AI Agents, Large Language Modeling, AI Enablement, Prompt Engineering, Customer experience improvement, Innovation, Business Strategy, Google Cloud Platform, Solution Design, Technology Strategies, Business Transformation",Generative AI Leader,https://www.coursera.org/specializations/denaileader-fr,,French,,Information Technology,Cloud Computing,LOl6u1yQEfCdDhJt6L1Wkw,bdz7kb0XS8K7hbuxuH8gKg,FALSE,Google Cloud Training,124,Others
Human Factors in AI,Duke University,Course,BEGINNER,4.544903593,17,4.73,https://www.coursera.org/learn/human-factors-in-artificial-intelligence,"This third and final course of the AI Product Management Specialization by Duke University's Pratt School of Engineering focuses on the critical human factors in developing AI-based products.  The course begins with an introduction to human-centered design and the unique elements of user experience design for AI products.  Participants will then learn about the role of data privacy in AI systems, the challenges of designing ethical AI, and approaches to identify sources of bias and mitigate fairness issues.  The course concludes with a comparison of human intelligence and artificial intelligence, and a discussion of the ways that AI can be used to both automate as well as assist human decision-making.

At the conclusion of this course, you should be able to:
1) Identify and mitigate privacy and ethical risks in AI projects
2) Apply human-centered design practices to design successful AI product experiences
3) Build AI systems that augment human intelligence and inspire model trust in users","Human Centered Design, Information Privacy, User Experience Design, Responsible AI, Artificial Intelligence, Human Factors, Machine Learning, Personally Identifiable Information, Data Ethics, Design Thinking, General Data Protection Regulation (GDPR), Human Computer Interaction, AI Product Strategy","Human Centered Design, Information Privacy, User Experience Design, Responsible AI, Artificial Intelligence, Human Factors, Machine Learning, Personally Identifiable Information, Data Ethics, Design Thinking, General Data Protection Regulation (GDPR), Human Computer Interaction, AI Product Strategy",AI Product Management,https://www.coursera.org/specializations/ai-product-management-duke,"Turkish, Azerbaijani, Dutch, Vietnamese, Urdu, Arabic, Korean, Hungarian, Greek, Portuguese (Brazil), Hindi, Uzbek, English, Thai, Japanese, Italian, French, Chinese (China), Kazakh, Indonesian, Spanish, Bengali, Pushto, Swedish, German, Polish, Ukrainian, Russian",English,"Italian, Turkish, Azerbaijani, Dutch, Vietnamese, Arabic, Korean, French, Chinese (China), Hungarian, Greek, Kazakh, Portuguese (Brazil), Hindi, Uzbek, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Data Science,Machine Learning,LOkOWZlLEeuG-w7Ew7bzMQ,s79dbwp_EeyflRJvOlqpKQ,FALSE,Jon Reifschneider,18931,English
Critical Thinking for Better Decisions in the ChatGPT Era,Deep Teaching Solutions,Course,BEGINNER,1.686086719,3,4.67,https://www.coursera.org/learn/critical-thinking-decisions,"Enhance your decision-making skills in the age of AI with ""Critical Thinking for Better Decisions in the ChatGPT Era."" This innovative course brings together Barbara Oakley and Terry Sejnowski, the team behind the wildly popular ""Learning How to Learn,"" along with Adam Trybus, Professor of Logic at the Institute of Philosophy, Jagiellonian University in Krakow.

Discover how your brain's fast and slow thinking systems influence decision-making, and learn to recognize when emotions or AI-generated content might be skewing your logic. Through real-world examples and cutting-edge neuroscience, you'll explore how even seasoned leaders can fall prey to cognitive biases and how to avoid similar pitfalls in an AI-augmented world.

This course goes beyond traditional critical thinking approaches by examining the interplay between human cognition and AI tools like ChatGPT. You'll gain valuable insights into recognizing ""tells"" - subtle signs that emotions or algorithmic biases might be overriding reason - in yourself, others, and AI outputs.

By the end of the course, you'll have practical tools to enhance your critical thinking, overcome biases, and make more informed decisions in an increasingly complex, AI-driven landscape. Prepare to navigate the challenges and opportunities of the ChatGPT era with confidence and clarity.","Critical Thinking, Decision Making, ChatGPT, Emotional Intelligence, Cognitive flexibility, Self-Awareness, Artificial Intelligence, Mental Concentration, Behavioral Economics, Strategic Thinking","Critical Thinking, Decision Making, ChatGPT, Emotional Intelligence, Cognitive flexibility, Self-Awareness, Artificial Intelligence, Mental Concentration, Strategic Thinking",Critical Thinking: A Brain-Based Guide for the ChatGPT Era,https://www.coursera.org/specializations/critical-thinking,English,English,"Spanish, Pushto, Hungarian, Kazakh, Japanese, Uzbek",Business,Leadership and Management,LOfiY2P7Ee-kNRKvYx1DyQ,SgU4VCdARhyl9xqYf-t-vw,FALSE,Dr. Terrence Sejnowski,9280,English
Generative AI for Developers: Unit 3,Pearson,Course,INTERMEDIATE,2.079968021,8,,https://www.coursera.org/learn/pearson-chatgpt-prompt-engineering-essentials-video-course-zypxw,"This course starts with an overview of chatbot development and the architecture of ChatGPT. You will learn how to write prompts that improve the accuracy and usefulness of AI responses. Through practical exercises, you will use AI for tasks such as data analysis, code generation, translation, and content creation. The course also covers advanced topics like API integration, automated prompt testing, and building custom GPTs, with a focus on automating workflows and customizing AI tools. You will learn how generative AI can interact with files, create images, and use third-party APIs to perform actions. This course is suitable for developers, content creators, and anyone interested in AI, and will help you build practical skills for working with generative AI.","ChatGPT, Application Programming Interface (API), Prompt Engineering, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Multimodal Prompts, Generative Model Architectures, Tool Calling, OpenAI API, Prompt Patterns, AI Personalization, AI Workflows, File I/O, Data Analysis, AI Enablement, Business Process Automation","ChatGPT, Application Programming Interface (API), Prompt Engineering, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Multimodal Prompts, Generative Model Architectures, Tool Calling, OpenAI API, Prompt Patterns, AI Personalization, AI Workflows, File I/O, Data Analysis, AI Enablement, Business Process Automation",Generative AI for Developers: All you need to know!,https://www.coursera.org/specializations/pearson-generative-ai-for-developers-all-you-need-to-know,"English (United States), English",English,,Data Science,Machine Learning,LK5V03nwEfCnKRI3s5aR2Q,F2fJGsQsRCqqZqbP7GaQbg,FALSE,Pearson,98,English
